FID,OBJECTID,SHAPE,ANL_NAME,BEZIRK,SPIELPLATZ_DETAIL,TYP_DETAIL,SE_ANNO_CAD_DATA
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1635,1170140,POINT (16.282542370111074 48.1447309143026),Fridtjof-Nansen-Park,23,"Basketball, Beachvolleyball, Drehen, Fitness, Fußball, Karussell, Klettern, Rodelhügel, Rutschen, Sandspielen, Schaukeln, Skaten, Tischtennis, Wippen","Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Skaterpark, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1636,1170141,POINT (16.36771478911796 48.19315116964747),Ernst-Jandl-Park,4,"Klettern, Rutschen, Sandspielen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1637,1170142,POINT (16.332319531387732 48.20356559581327),Vogelweidpark,15,"Fitness, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Skaten, Streetball","Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Skaterpark",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1638,1170143,POINT (16.46652574095855 48.23177200552242),PA Hyazinthengasse,22,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1639,1170144,POINT (16.353106961978447 48.25856498739803),Beethovenpark,19,"Basketball, Fußball, Kletterm, Rutschen, Sandspielen, Schaukeln, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_163a,1170145,POINT (16.37190342856333 48.216648229326),Jonny-Moser-Park,1,"Basketball, Fußball, Volleyball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_163b,1170146,POINT (16.288330528636447 48.140392560934494),PA Steinergasse,23,"Basketball, Fußball, Hängematte, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_163c,1170147,POINT (16.313083516390368 48.20920370930217),PA Hettenkofergasse,16,"Balancieren, Basketball, Fußball, Klettern, Reck, Rutschen, Schaukeln, Wippen","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_163d,1170148,POINT (16.38997249485189 48.23075203436275),Freie Mitte,2,"Balancieren, Klettern, Reck, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Wasserspiel, Wippen","Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_163e,1170149,POINT (16.390792842395825 48.23119061271574),Freie Mitte,2,"Balancieren, Geschicklichkeitsspiel, Wippen",sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_163f,1170150,POINT (16.390780131304616 48.227422959898696),Freie Mitte,2,"Baumhaus, Klettern",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1640,1170151,POINT (16.344160915827736 48.217002803806814),Gabriele-Possanner-Park,9,"Balancieren, Hüpfen, Karussell, Klettern, Sandspielen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1641,1170152,POINT (16.47185309125763 48.15992938817839),Hans-Paulas-Park,11,"Balancieren, Klettern, Rutschen, Sand-Matsch, Schaukeln, Wasserspiel",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1642,1170153,POINT (16.475842369258896 48.212574686889596),PA Am Müllnermais,22,"Hängematte, Klettern, Sandspielen, Schaukeln, Spielhaus, Tischtennis, Wasserspiel, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1643,1170154,POINT (16.342325759739573 48.220909191527056),Anton-Baumann-Park,18,"Balancieren, Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1644,1170155,POINT (16.365114656775926 48.18060216230316),Waldmüllerpark,10,", Basketball, Beachvolleyball, Fußball, Klettern, Reck, Rutschen, Sandspielen, Schauckeln, Schaukeln, Seilbahn, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1645,1170156,POINT (16.401778228013768 48.1972730227826),Kardinal-Nagl-Park,3,", Balancieren, Basketball, Calisthenics, Fussball, Klettern, Rutschen, Sandspiel, Schach, Schaukeln, Spielhaus, Tischtennis, Wasserspiel, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1646,1170157,POINT (16.419424768654057 48.173811865871),PA Krötzlergasse,11,"Klettern, Rutschen, Sandspielen, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1647,1170158,POINT (16.448977037665387 48.272181286406926),PA Gitlbauergasse,21,"Basketball, Beachvolleyball, Drehscheibe, Fitness, Fußball, Parkour, Schaukel, Seilbahn, Skaten, Stammlabyrinth","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1648,1170159,POINT (16.492201207572034 48.24811660121083),PA Feuerwehrspielplatz,22,"Balancieren, Hängematte, Klettern, Rutschen, Schaukeln, Themenspiel Feuerwehr, Wasserspiel, Wippen",Themenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1649,1170160,POINT (16.492798898740837 48.24887621494109),PA Feuerwehrspielplatz,22,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_164a,1170161,POINT (16.36523997429762 48.19156875548784),Rubenspark,4,"Basketball, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_164b,1170162,POINT (16.44162188564004 48.19254499957181),Prater - Groß-Enzersdorfer Wiese,2,"Karussell, Klangspiel, Klettern, Rutschen, Sand-Matsch, Schaukeln, Wasserspiel, Wippen","Kleinkinderspielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_164c,1170163,POINT (16.327089583998 48.189879597002395),Ernestine-Diwisch-Park,15,"Karussell, Klettern, Rutschen, Sandspielen, Spieltier, Volleyball, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_164d,1170164,POINT (16.35255888887172 48.19417931124206),Helene-Heppe-Park,6,"Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_164e,1170165,POINT (16.392205434355084 48.243710367363455),Donauinsel Spielplatz 5,21,"Beachvolleyball, Fußball",Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_164f,1170166,POINT (16.416715276648073 48.22284436950578),Donauinsel Spielplatz 5,22,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1650,1170167,POINT (16.27018799873371 48.15110642547612),Rathauspark (Mauer),23,"Basketball, Fußball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1651,1170168,POINT (16.399160182667195 48.261403011595235),Paul-Hock-Park,21,"Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wasserspiel, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1652,1170169,POINT (16.361375021048495 48.18996141297533),Schütte-Lihotzky-Park,5,"Basketball, Bodenspiel, Klettern, Rutschen, Sandkiste, Schaukeln","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1653,1170170,POINT (16.35253428527894 48.14745601507597),Hans-Dunkl-Park,23,"Balancieren, Drehen, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1654,1170171,POINT (16.348559291217875 48.19481537542957),Schmalzhoftempelpark,6,"Fitness, Klettern, Rutschen, Sandkiste, Schaukeln, Spielhaus, Wasserspiel, Wippen","Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1655,1170172,POINT (16.378089571087624 48.21696782246568),GA Ludwig-Hirsch-Platz,2,"Karussell, Spieltier, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1656,1170173,POINT (16.28595967629628 48.19646459090546),Gustav-Klimt-Park,14,"Balancieren, Fitness, Generationenspielplatz, Hängematte, Klettern, Malen, Rutschen, Sandspielen, Schaukeln, Seilbahn, Wippen","Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1657,1170174,POINT (16.393728475958078 48.27294908671221),Denglerpark,21,"Drehen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1658,1170175,POINT (16.3581190323749 48.24720828647924),PA Klabundgasse,19,"Hängematte, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1659,1170176,POINT (16.388791987044133 48.202552453506684),Friedrich-Gulda-Park,3,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_165a,1170177,POINT (16.424649391954354 48.20124387636334),Prater - Golfwiese,2,Disc-Golf,sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_165b,1170178,POINT (16.30620724045119 48.163485512767494),Hetzendorfer Schloßpark,12,"Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_165c,1170179,POINT (16.287004640896342 48.15213070529011),PA Pölleritzergasse,23,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_165d,1170180,POINT (16.353884394114733 48.147898739773964),PA Neilreichgasse,23,"Basketball, Fußball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_165e,1170181,POINT (16.3888998157617 48.145306032006495),PA Ada-Christen-Gasse,10,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_165f,1170182,POINT (16.239436487629696 48.213159549395534),PA Viktor-Kutschera-Platz,14,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1660,1170183,POINT (16.43883256235928 48.23866063634183),GA Donaustadtstraße,22,"Basketball, Fußball, Volleyball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1661,1170184,POINT (16.398927182596704 48.21421439913451),Prater - Schulverkehrsgartenwiese,2,"Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1662,1170185,POINT (16.303459581905066 48.22924296468897),Josef-Kaderka-Park,17,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1663,1170186,POINT (16.304369878392674 48.2290667041614),Josef-Kaderka-Park,17,"Rutschen, Sandspielen, Schaukeln, Spielhaus, WIppen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1664,1170187,POINT (16.433563689458534 48.25216149115967),PA Rudolf-Köppl-Gasse,22,"Rutschen, Sandspielen, Schaukeln, Wippe",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1665,1170188,POINT (16.353726527895194 48.22086473223723),Arne-Karlsson-Park,9,"Basketball, Fußball, Klettern, Rodelhügel, Rutschen, Sandspielen, Schaukeln, Skaten, Spielhaus, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Skaterpark, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1666,1170041,POINT (16.411099495243246 48.169082677012675),PA Ludwig-Kralik-Weg,11,"Fußball, Volleyball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1667,1170042,POINT (16.402775030510615 48.24769286413427),PA Angeliwiese,21,"Balancieren, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Spieltier, Wippe",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1668,1170043,POINT (16.307474987570373 48.21556490399255),PA Musilplatz,16,"Fitness, Karussell, Klettern, Rutschen, Sandkiste, Schaukeln, Wippen","Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1669,1170044,POINT (16.448509736416867 48.24864953255759),PA Kagraner Platz,22,"Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_166a,1170045,POINT (16.249621626209482 48.21788576395112),Ulmenpark,14,"Balancieren, Hängematte, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_166b,1170046,POINT (16.445613967556884 48.268227206707174),PA Langfeldgasse,21,"Basketball, Tischtennis","Ballspielkäfig, Ballspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_166c,1170047,POINT (16.484395208607307 48.2213371934989),PA Pilotengasse,22,"Balancieren, Fußball, Klettern, Schaukeln, Themenspiel Piloten, Volleyball, Wippen","Ballspielplatz, Themenspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_166d,1170048,POINT (16.33038418688712 48.22312069082378),Diepoldpark,17,"Balancieren, Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukel, Schaukeln, Spielhaus, Spieltiere, Tischtennis, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_166e,1170049,POINT (16.261496132075422 48.19243589173894),Hackinger-Schloß-Park,13,"Balancieren, Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_166f,1170050,POINT (16.260567357494594 48.19334414595537),Hackinger-Schloß-Park,13,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1670,1170051,POINT (16.44160796003662 48.24523721643026),Jakob-Rosenfeld-Park,22,"Balancieren, Hängematte, Karussell, Klettern, Sandspiel, Schaukeln, Themenspiel Dschungel, Wasserspiel, Wippe",Themenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1671,1170052,POINT (16.31795584131152 48.23149541234919),Leopold-Rosenmayr-Park,18,"Basketball, Tischtennis","Ballspielkäfig, Ballspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1672,1170053,POINT (16.360006853538543 48.186563008994824),PA Zentaplatz,5,"Rutsche, Schaukel, Spielschiff, Wippe",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1673,1170054,POINT (16.282835577623075 48.22591931981742),PA Röntgengasse,17,"Basketball, Fußball, Rutschen, Sandspielen, WIppen","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1674,1170055,POINT (16.37331569766962 48.18690808016354),GA Südtiroler Platz,4,Hüpfen,Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1675,1170056,POINT (16.300819994519447 48.14756977845352),PA Riegermühle,23,"Fußball, Hängematte, Karussell, Klettern, Schaukeln","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1676,1170057,POINT (16.304188924267862 48.214111355822055),Karl-Kantner-Park,16,"Balancieren, Basketball, Fitness, Fußball, Karussell, Klettern, Rutschen, Wippen","Ballspielkäfig, Generationenspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1677,1170058,POINT (16.421750865633356 48.28026220599331),PA Carabelligasse,21,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1678,1170059,POINT (16.392357648380077 48.232855872245516),PA Innstraße,2,"Fußball, Karussell, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Wasserspiel, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1679,1170060,POINT (16.325852301277124 48.187172887813),PA Dreihausgasse,15,"Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_167a,1170061,POINT (16.34642756195538 48.20464275199734),Karl-Farkas-Park,7,"Balancieren, Basketball, Fußball, Karusell, Klettern, Rutschen, Sandspielen, Tischtennis, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_167b,1170062,POINT (16.434398885290065 48.28774347091194),PA Grellgasse,21,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_167c,1170063,POINT (16.412980308358694 48.29715853220722),PA Edi-Finger-Straße,21,"Klettern, Sandspielen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_167d,1170064,POINT (16.36293731719262 48.184717541493384),Klieberpark,5,"Balancieren, Fußball, Karussell, Klettern, Schaukeln, Slackline, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_167e,1170065,POINT (16.311171286221885 48.126263847962115),PA Pollakgasse,23,"Calisthenics, Fitness, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Trampolin, Wippen","Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_167f,1170066,POINT (16.385326418847427 48.250204841657826),Donauinsel Spielplatz 2,21,"Hängematte, Karussell, Klettern, Rutschen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1680,1170067,POINT (16.36341785748147 48.23059578704245),Anton-Schmid-Promenade/WP,20,"Drehen, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1681,1170068,POINT (16.348896933069973 48.24572922176397),Saarpark,19,"Balancieren, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis","Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1682,1170069,POINT (16.341331564640004 48.25338102370039),Wilfanpark,19,"Klettern, Rutschen, Sandspielen, Schaukeln, Wipppen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1683,1170070,POINT (16.37518638842827 48.15196401093143),PA Pichelmayergasse,10,"Klettern, Rutschen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1684,1170071,POINT (16.466886580707104 48.224050096673174),PA Rosmaringasse,22,"Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1685,1170072,POINT (16.275378108743087 48.19700409486652),Baumgartner-Casino-Park,14,", Fußball, Karussell, Klettern, Malen, Rutschen, Sandspielen, Schaukeln, Seilbahn, Spielhaus, Streetball, Tischtennis, Trampolin, Wasserspiel, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz, Wasserspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1686,1170073,POINT (16.349838352840838 48.28189905032551),PA Kuchelau,19,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1687,1170074,POINT (16.346773089005616 48.18178546856494),Haydnpark,12,"Fitness, Skaten, Streetball","Ballspielplatz, Generationenspielplatz, Skaterpark",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1688,1170075,POINT (16.345635358802216 48.18173465559055),Haydnpark,12,"Balancieren, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1689,1170076,POINT (16.40776246563851 48.18472641293983),PA Litfaßstraße,3,"Fußball, Streetball, Tischtennis, Volleyball","Ballspielkäfig, Ballspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_168a,1170077,POINT (16.332579837201468 48.18938813880751),Herklotzpark,15,"Rutschen, Sandspielen, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_168b,1170078,POINT (16.37163810486091 48.2145283983036),Rudolfspark,1,"Fitness, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_168c,1170079,POINT (16.423552210459093 48.258977245924164),Hans-Hirsch-Park,21,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_168d,1170080,POINT (16.342340704139897 48.21201397730895),GA Bennoplatz,8,"Basketball, Fußball, Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Streetball, Wippen","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_168e,1170081,POINT (16.31874431659584 48.24575167740049),PA Kliergasse,19,"Basketball, Fußball, Karussell, Klettern, Rutschen, Schaukeln, Tischtennis","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_168f,1170082,POINT (16.390537383805032 48.24623144856005),Donauinsel Spielplatz 3,21,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1690,1170083,POINT (16.378128998191876 48.174300363728115),GA Reumannplatz,10,"Balancieren, Drehen, Geschicklichkeitsspiel",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1691,1170084,POINT (16.46873363744025 48.1598201685521),Trpinpark,11,Sandspielen,Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1692,1170085,POINT (16.35054595810203 48.212377317228416),Schönbornpark,8,"Basketball, Beachvolleyball, Bodenspiel, Drehen, Fußball, Klettern, Reck, Rutschen, Sand-Matsch, Schaukeln, Spielhaus, Tischtennis, Wasserspiel, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1693,1170086,POINT (16.47555982325523 48.159192938653554),PA Münnichplatz,11,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1694,1170087,POINT (16.351757197765767 48.1659551147565),Eva-und-Otto-Benesch-Park,10,"Karussell, Klettern, Sandspielen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1695,1170088,POINT (16.32783743555591 48.18045838834523),Christine-Busta-Park,12,"Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Streetball, Volleyball, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1696,1170089,POINT (16.403509866493355 48.16428959851755),PA Löwygrube,10,"Fußball, Klettern, Rutschen, Schaukeln, Seilbahn, Spielhaus, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1697,1170090,POINT (16.3655529943518 48.226589928394596),Diana-Budisavljevic-Park,9,Skaten,Skaterpark,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1698,1170091,POINT (16.367334377292345 48.22409141410234),Diana-Budisavljevic-Park,9,", Fitness, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen","Generationenspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1699,1170092,POINT (16.381839734846167 48.164239320054634),Maria-Rekker-Park,10,", Rutschen, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_169a,1170093,POINT (16.303835613577206 48.161757381799575),PA Hervicusgasse,12,"Basketball, Fußball, Skaten","Ballspielkäfig, Skaterpark",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_169b,1170094,POINT (16.214944405496507 48.20517505691322),PA Hofjägerstraße,13,"Balancieren, Hängematte, Klettern, Rutschen, Sandspielen, Schaukeln","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_169c,1170095,POINT (16.26767947690983 48.14947992228287),Ölzeltpark,23,"Fitness, Fitnessgerät, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_169d,1170096,POINT (16.35760431304856 48.15287816176482),PA Wienerfeldsiedlung,10,Skaten,Skaterpark,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_169e,1170097,POINT (16.390483694249703 48.21002482784035),Ida-Bohatta-Park,3,"Balancieren, Basketball, Fußball, Klettern, Reck, Rutschen, Schaukeln","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_169f,1170098,POINT (16.33137520745078 48.182487073399834),Anton-Krutisch-Park,12,"Klettern, Rutschen, Sandspiel, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_16a0,1170099,POINT (16.324775689851602 48.197370114661005),GA Kardinal-Rauscher-Platz,15,"Fitness, Karussell, Rutschen, Wasserspiel, Wippen","Generationenspielplatz, Spielplatz",
