FID,OBJECTID,SHAPE,ANL_NAME,BEZIRK,SPIELPLATZ_DETAIL,TYP_DETAIL,SE_ANNO_CAD_DATA
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1825,1167598,POINT (16.377184378485477 48.17079634001761),Antonspark,10,"Balancieren, Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Tischtennis, Trampolin, Wippen","Ballspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1826,1167599,POINT (16.378292833893276 48.17120881934346),Antonspark,10,"Basketball, Fußball, Volleyball","Ballspielkäfig, Ballspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1827,1167600,POINT (16.340203646123747 48.18566666968083),PA Steinhagegasse,12,"Balancieren, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1828,1167601,POINT (16.345628424956 48.21105996206128),Hamerlingpark,8,"Balancieren, Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1829,1167602,POINT (16.41851131431628 48.17748859681091),PA Hutterergasse,11,"Basketball, Drehen, Fußball, Hängematte, Hüpfen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_182a,1167603,POINT (16.359667238832884 48.242575593065276),Wertheimsteinpark,19,"Klettern, Rutschen, Sandspielen, Schaukeln, Slackline, Spielhaus, Wippen","Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_182b,1167604,POINT (16.359629242521763 48.24352256674865),Wertheimsteinpark,19,"Basketball, Fußball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_182c,1167605,POINT (16.505401429050533 48.226757606964604),Seepark,22,"Balancieren, Boccia, Klettern, Tischtennis, Trampolin, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_182d,1167606,POINT (16.505754712803355 48.22761130303971),Seepark,22,Klettern,sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_182e,1167607,POINT (16.50700365702036 48.22616933031946),Seepark,22,"Hängematte, Karussell, Klettern, Rutschen, Schaukeln, Spielhaus",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_182f,1167608,POINT (16.508645779398506 48.22607394426545),Seepark,22,"Klettern, Skaten","Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1830,1167609,POINT (16.439625229960004 48.15696256966386),GA Feuerhalle Simmering,11,"Basketball, Beachvolleyball",Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1831,1167610,POINT (16.334661647563628 48.21887729285121),Frederic-Morton-Park,17,"Balancieren, Klettern, Malen, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1832,1167611,POINT (16.374076733501877 48.244024821099636),Forsthauspark,20,"Klettern, Rutschen, Sand-Matsch, Schaukeln, Skaten, Streetball, Tischtennis, Wasserspiel, Wippen","Ballspielplatz, Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1833,1167612,POINT (16.407646932656952 48.28138139160363),GA Bernreiterplatz,21,"Balancieren, Klettern, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1834,1167613,POINT (16.450095768601603 48.23224741625082),Otto-Affenzeller-Park,22,"Klettern, Rutschen, Schaukeln, Wasserspiel, Wippe",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1835,1167614,POINT (16.31829774136235 48.189257347956136),Auer-Welsbach-Park,15,"Balancieren, Basketball, Fitness, Klettern, Rutschen, Sand - Matsch, Schaukeln, Spielhaus, Tischtennis, Volleyball, Wasserspiel, Wippen","Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1836,1167615,POINT (16.318739682168296 48.18685529294878),Auer-Welsbach-Park,15,"Boccia, Slackline","Ballspielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1837,1167616,POINT (16.24870484480447 48.20264984386654),Ferdinand-Wolf-Park,14,"Balancieren, Basketball, Fußball, Karussel, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1838,1167617,POINT (16.251950948026582 48.20162978117932),Ferdinand-Wolf-Park,14,"Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn, Slackline, Wippen","Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1839,1167618,POINT (16.355610389693293 48.18783345775927),Bacherpark,5,", Fussball, Klettern, Rutschen, Sandspielen, Schaukeln, Streetball, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_183a,1167619,POINT (16.352222483021748 48.20262626771568),Siebensternpark,7,"Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Spielhaus, Streetball, Tischtennis, Wasserspiel, Wippen","Ballspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_183b,1167620,POINT (16.307028575044622 48.201184337289845),Ordeltpark,14,"Basketball, Fitness, Fußball, Klettern, Malen, Reck, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Generationenspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_183c,1167621,POINT (16.227810583534275 48.21689305140943),PA Schöffelplatz,14,"Basketballkorb, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_183d,1167622,POINT (16.371319864695383 48.229864435822236),GA Wallensteinplatz,20,"Balancieren, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_183e,1167623,POINT (16.438477603640653 48.24709850376054),PA Meißnergasse,22,"Basketball, Boccia, Fitness, Hängematten, Hüpfspiele, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Tischtennis, Volleyball, Wasserspiel, Wippen","Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_183f,1167624,POINT (16.3005672795626 48.23943334627258),PA Ladenburghöhe,18,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
